100,Lakewood NJ,400730,741500,0.41180,-1.47878,400730,740730,0.41292,-1.49549,400000,741500,0.42293,-1.48125,400000,740730,0.42345,-1.49975
101,Point Pleasant NJ,400730,740730,0.41292,-1.49549,400730,740000,0.41403,-1.51219,400000,740730,0.42345,-1.49975,400000,740000,0.42397,-1.51825
A10,Atlantic Ocean,400730,740000,0.41403,-1.51219,400730,735230,0.41172,-1.52456,400000,740000,0.42397,-1.51825,400000,735230,0.42105,-1.53084
A11,Atlantic Ocean,400730,735230,0.41172,-1.52456,400730,734500,0.40940,-1.53692,400000,735230,0.42105,-1.53084,400000,734500,0.41813,-1.54343
A12,Atlantic Ocean,400730,734500,0.40940,-1.53692,400730,733730,0.40540,-1.54748,400000,734500,0.41813,-1.54343,400000,733730,0.41401,-1.55447
P47,West Chester Pa,400000,753730,0.38798,-1.23231,400000,753000,0.39130,-1.26762,395230,753730,0.39674,-1.24691,395230,753000,0.40065,-1.27931
P48,Media Pa,400000,753000,0.39130,-1.26762,400000,752230,0.39848,-1.30695,395230,753000,0.40065,-1.27931,395230,752230,0.40386,-1.31003
P49,Lansdowne Pa,400000,752230,0.39848,-1.30695,400000,751500,0.40565,-1.34627,395230,752230,0.40386,-1.31003,395230,751500,0.40706,-1.34076
102,Philadelphia Pa-NJ,400000,751500,0.40565,-1.34627,400000,750730,0.40472,-1.36656,395230,751500,0.40706,-1.34076,395230,750730,0.40793,-1.36768
103,Camden NJ-Pa,400000,750730,0.40472,-1.36656,400000,750000,0.40380,-1.38686,395230,750730,0.40793,-1.36768,395230,750000,0.40880,-1.39460
104,Moorestown NJ,400000,750000,0.40380,-1.38686,400000,745230,0.40319,-1.40371,395230,750000,0.40880,-1.39460,395230,745230,0.41085,-1.40903
105,Mount Holly NJ,400000,745230,0.40319,-1.40371,400000,744500,0.40259,-1.42056,395230,745230,0.41085,-1.40903,395230,744500,0.41290,-1.42345
106,Pemberton NJ,400000,744500,0.40259,-1.42056,400000,743730,0.40892,-1.43530,395230,744500,0.41290,-1.42345,395230,743730,0.41750,-1.43830
107,Browns Mills NJ,400000,743730,0.40892,-1.43530,400000,743000,0.41525,-1.45005,395230,743730,0.41750,-1.43830,395230,743000,0.42210,-1.45316
108,Whiting NJ,400000,743000,0.41525,-1.45005,400000,742230,0.41909,-1.46565,395230,743000,0.42210,-1.45316,395230,742230,0.42449,-1.46976
109,Keswick Grove NJ,400000,742230,0.41909,-1.46565,400000,741500,0.42293,-1.48125,395230,742230,0.42449,-1.46976,395230,741500,0.42688,-1.48636
110,Toms River NJ,400000,741500,0.42293,-1.48125,400000,740730,0.42345,-1.49975,395230,741500,0.42688,-1.48636,395230,740730,0.42808,-1.50491
111,Seaside Park NJ,400000,740730,0.42345,-1.49975,400000,740000,0.42397,-1.51825,395230,740730,0.42808,-1.50491,395230,740000,0.42928,-1.52346
A13,Atlantic Ocean,400000,740000,0.42397,-1.51825,400000,735230,0.42105,-1.53084,395230,740000,0.42928,-1.52346,395230,735230,0.42647,-1.53634
A14,Atlantic Ocean,400000,735230,0.42105,-1.53084,400000,734500,0.41813,-1.54343,395230,735230,0.42647,-1.53634,395230,734500,0.42367,-1.54921
A15,Atlantic Ocean,400000,734500,0.41813,-1.54343,400000,733730,0.41401,-1.55447,395230,734500,0.42367,-1.54921,395230,733730,0.41992,-1.56074
D01,Wilmington North Del-Pa,395230,753730,0.39674,-1.24691,395230,753000,0.40065,-1.27931,394500,753730,0.40550,-1.26150,394500,753000,0.41000,-1.29100
112,Marcus Hook Pa-NJ-Del,395230,753000,0.40065,-1.27931,395230,752230,0.40386,-1.31003,394500,753000,0.41000,-1.29100,394500,752230,0.40924,-1.31312
113,Bridgeport NJ-Pa,395230,752230,0.40386,-1.31003,395230,751500,0.40706,-1.34076,394500,752230,0.40924,-1.31312,394500,751500,0.40848,-1.33524
114,Woodbury NJ,395230,751500,0.40706,-1.34076,395230,750730,0.40793,-1.36768,394500,751500,0.40848,-1.33524,394500,750730,0.41114,-1.36879
115,Runnemede NJ,395230,750730,0.40793,-1.36768,395230,750000,0.40880,-1.39460,394500,750730,0.41114,-1.36879,394500,750000,0.41380,-1.40234
116,Clementon NJ,395230,750000,0.40880,-1.39460,395230,745230,0.41085,-1.40903,394500,750000,0.41380,-1.40234,394500,745230,0.41850,-1.41434
117,Medford Lakes NJ,395230,745230,0.41085,-1.40903,395230,744500,0.41290,-1.42345,394500,745230,0.41850,-1.41434,394500,744500,0.42320,-1.42634
118,Indian Mills NJ,395230,744500,0.41290,-1.42345,395230,743730,0.41750,-1.43830,394500,744500,0.42320,-1.42634,394500,743730,0.42608,-1.44130
119,Chatworth NJ,395230,743730,0.41750,-1.43830,395230,743000,0.42210,-1.45316,394500,743730,0.42608,-1.44130,394500,743000,0.42896,-1.45626
120,Woodmansie NJ,395230,743000,0.42210,-1.45316,395230,742230,0.42449,-1.46976,394500,743000,0.42896,-1.45626,394500,742230,0.42989,-1.47387
121,Brookville NJ,395230,742230,0.42449,-1.46976,395230,741500,0.42688,-1.48636,394500,742230,0.42989,-1.47387,394500,741500,0.43082,-1.49147
122,Forked River NJ,395230,741500,0.42688,-1.48636,395230,740730,0.42808,-1.50491,394500,741500,0.43082,-1.49147,394500,740730,0.43270,-1.51007
123,Barnegat Light NJ,395230,740730,0.42808,-1.50491,395230,740000,0.42928,-1.52346,394500,740730,0.43270,-1.51007,394500,740000,0.43458,-1.52866
A16,Atlantic Ocean,395230,740000,0.42928,-1.52346,395230,735230,0.42647,-1.53634,394500,740000,0.43458,-1.52866,394500,735230,0.43910,-1.54183
A17,Atlantic Ocean,395230,735230,0.42647,-1.53634,395230,734500,0.42367,-1.54921,394500,735230,0.43910,-1.54183,394500,734500,0.42922,-1.55500
A18,Atlantic Ocean,395230,734500,0.42367,-1.54921,395230,733730,0.41992,-1.56074,394500,734500,0.42922,-1.55500,394500,733730,0.42583,-1.56701
124,Wilmington South Del-NJ,394500,753730,0.40550,-1.26150,394500,753000,0.41000,-1.29100,393730,753730,0.40427,-1.26031,393730,753000,0.40695,-1.28463
125,Penns Grove NJ-Del,394500,753000,0.41000,-1.29100,394500,752230,0.40924,-1.31312,393730,753000,0.40695,-1.28463,393730,752230,0.40902,-1.30678
126,Woodstown NJ,394500,752230,0.40924,-1.31312,394500,751500,0.40848,-1.33524,393730,752230,0.40902,-1.30678,393730,751500,0.41110,-1.32894
127,Pitman West NJ,394500,751500,0.40848,-1.33524,394500,750730,0.41114,-1.36879,393730,751500,0.41110,-1.32894,393730,750730,0.41319,-1.35828
128,Pitman East NJ,394500,750730,0.41114,-1.36879,394500,750000,0.41380,-1.40234,393730,750730,0.41319,-1.35828,393730,750000,0.41528,-1.38763
129,Williamstown NJ,394500,750000,0.41380,-1.40234,394500,745230,0.41850,-1.41434,393730,750000,0.41528,-1.38763,393730,745230,0.41832,-1.40312
130,Hammonton NJ,394500,745230,0.41850,-1.41434,394500,744500,0.42320,-1.42634,393730,745230,0.41832,-1.40312,393730,744500,0.42135,-1.41861
131,Atsion NJ,394500,744500,0.42320,-1.42634,394500,743730,0.42608,-1.44130,393730,744500,0.42135,-1.41861,393730,743730,0.42370,-1.43642
132,Jenkins NJ,394500,743730,0.42608,-1.44130,394500,743000,0.42896,-1.45626,393730,743730,0.42370,-1.43642,393730,743000,0.42604,-1.45423
133,Oswego Lake NJ,394500,743000,0.42896,-1.45626,394500,742230,0.42989,-1.47387,393730,743000,0.42604,-1.45423,393730,742230,0.42656,-1.47309
134,West Creek NJ,394500,742230,0.42989,-1.47387,394500,741500,0.43082,-1.49147,393730,742230,0.42656,-1.47309,393730,741500,0.42707,-1.49195
135,Ship Bottom NJ,394500,741500,0.43082,-1.49147,394500,740730,0.43270,-1.51007,393730,741500,0.42707,-1.49195,393730,740730,0.42971,-1.51061
136,Long Beach Ne NJ,394500,740730,0.43270,-1.51007,394500,740000,0.43458,-1.52866,393730,740730,0.42971,-1.51061,393730,740000,0.43236,-1.52927
A19,Atlantic Ocean,394500,740000,0.43458,-1.52866,394500,735230,0.43910,-1.54183,393730,740000,0.43236,-1.52927,393730,735230,0.43129,-1.54350
A20,Atlantic Ocean,394500,735230,0.43910,-1.54183,394500,734500,0.42922,-1.55500,393730,735230,0.43129,-1.54350,393730,734500,0.43023,-1.55773
A21,Atlantic Ocean,394500,734500,0.42922,-1.55500,394500,733730,0.42583,-1.56701,393730,734500,0.43023,-1.55773,393730,733730,0.42806,-1.57065
137,Delaware City Del-NJ,393730,753730,0.40427,-1.26031,393730,753000,0.40695,-1.28463,393000,753730,0.40304,-1.25913,393000,753000,0.40390,-1.27826
138,Salem NJ,393730,753000,0.40695,-1.28463,393730,752230,0.40902,-1.30678,393000,753000,0.40390,-1.27826,393000,752230,0.40881,-1.30045
139,Alloway NJ,393730,752230,0.40902,-1.30678,393730,751500,0.41110,-1.32894,393000,752230,0.40881,-1.30045,393000,751500,0.41372,-1.32264
140,Elmer NJ,393730,751500,0.41110,-1.32894,393730,750730,0.41319,-1.35828,393000,751500,0.41372,-1.32264,393000,750730,0.41524,-1.34778
141,Newfield NJ,393730,750730,0.41319,-1.35828,393730,750000,0.41528,-1.38763,393000,750730,0.41524,-1.34778,393000,750000,0.41676,-1.37291
142,Buena NJ,393730,750000,0.41528,-1.38763,393730,745230,0.41832,-1.40312,393000,750000,0.41676,-1.37291,393000,745230,0.41814,-1.39190
143,Newtonville NJ,393730,745230,0.41832,-1.40312,393730,744500,0.42135,-1.41861,393000,745230,0.41814,-1.39190,393000,744500,0.41951,-1.41089
144,Egg Harbor City NJ,393730,744500,0.42135,-1.41861,393730,743730,0.42370,-1.43642,393000,744500,0.41951,-1.41089,393000,743730,0.42131,-1.43154
145,Green Bank NJ,393730,743730,0.42370,-1.43642,393730,743000,0.42604,-1.45423,393000,743730,0.42131,-1.43154,393000,743000,0.42311,-1.45219
146,New Gretna NJ,393730,743000,0.42604,-1.45423,393730,742230,0.42656,-1.47309,393000,743000,0.42311,-1.45219,393000,742230,0.42322,-1.47231
147,Tuckerton NJ,393730,742230,0.42656,-1.47309,393730,741500,0.42707,-1.49195,393000,742230,0.42322,-1.47231,393000,741500,0.42332,-1.49243
148,Beach Haven NJ,393730,741500,0.42707,-1.49195,393730,740730,0.42971,-1.51061,393000,741500,0.42332,-1.49243,393000,740730,0.42673,-1.51115
A22,Atlantic Ocean,393730,740730,0.42971,-1.51061,393730,740000,0.43236,-1.52927,393000,740730,0.42673,-1.51115,393000,740000,0.43013,-1.52988
A23,Atlantic Ocean,393730,740000,0.43236,-1.52927,393730,735230,0.43129,-1.54350,393000,740000,0.43013,-1.52988,393000,735230,0.43069,-1.54517
A24,Atlantic Ocean,393730,735230,0.43129,-1.54350,393730,734500,0.43023,-1.55773,393000,735230,0.43069,-1.54517,393000,734500,0.43124,-1.56046
A25,Atlantic Ocean,393730,734500,0.43023,-1.55773,393730,733730,0.42806,-1.57065,393000,734500,0.43124,-1.56046,393000,733730,0.43029,-1.57430
149,Taylors Bridge Del-NJ,393000,753730,0.40304,-1.25913,393000,753000,0.40390,-1.27826,392230,753730,0.40223,-1.25939,392230,753000,0.40387,-1.27729
150,Canton NJ-Del,393000,753000,0.40390,-1.27826,393000,752230,0.40881,-1.30045,392230,753000,0.40387,-1.27729,392230,752230,0.40816,-1.29770
151,Shiloh NJ,393000,752230,0.40881,-1.30045,393000,751500,0.41372,-1.32264,392230,752230,0.40816,-1.29770,392230,751500,0.41245,-1.31810
152,Bridgeton NJ,393000,751500,0.41372,-1.32264,393000,750730,0.41524,-1.34778,392230,751500,0.41245,-1.31810,392230,750730,0.41341,-1.34403
153,Millville NJ,393000,750730,0.41524,-1.34778,393000,750000,0.41676,-1.37291,392230,750730,0.41341,-1.34403,392230,750000,0.41438,-1.36996
154,Five Points NJ,393000,750000,0.41676,-1.37291,393000,745230,0.41814,-1.39190,392230,750000,0.41438,-1.36996,392230,745230,0.41530,-1.39065
155,Dorothy NJ,393000,745230,0.41814,-1.39190,393000,744500,0.41951,-1.41089,392230,745230,0.41530,-1.39065,392230,744500,0.41622,-1.41134
156,Mays Landing NJ,393000,744500,0.41951,-1.41089,393000,743730,0.42131,-1.43154,392230,744500,0.41622,-1.41134,392230,743730,0.41799,-1.43167
157,Pleasantville NJ,393000,743730,0.42131,-1.43154,393000,743000,0.42311,-1.45219,392230,743730,0.41799,-1.43167,392230,743000,0.41976,-1.45200
158,Oceanville NJ,393000,743000,0.42311,-1.45219,393000,742230,0.42322,-1.47231,392230,743000,0.41976,-1.45200,392230,742230,0.42078,-1.47200
159,Brigantine Inlet NJ,393000,742230,0.42322,-1.47231,393000,741500,0.42332,-1.49243,392230,742230,0.42078,-1.47200,392230,741500,0.42179,-1.49199
A26,Atlantic Ocean,393000,741500,0.42332,-1.49243,393000,740730,0.42673,-1.51115,392230,741500,0.42179,-1.49199,392230,740730,0.42520,-1.51072
A27,Atlantic Ocean,393000,740730,0.42673,-1.51115,393000,740000,0.43013,-1.52988,392230,740730,0.42520,-1.51072,392230,740000,0.42860,-1.52945
A28,Atlantic Ocean,393000,740000,0.43013,-1.52988,393000,735230,0.43069,-1.54517,392230,740000,0.42860,-1.52945,392230,735230,0.43002,-1.54546
A29,Atlantic Ocean,393000,735230,0.43069,-1.54517,393000,734500,0.43124,-1.56046,392230,735230,0.43002,-1.54546,392230,734500,0.43144,-1.56147
A30,Atlantic Ocean,393000,734500,0.43124,-1.56046,393000,733730,0.43029,-1.57430,392230,734500,0.43144,-1.56147,392230,733730,0.43152,-1.57616
D02,Smyrna Del,392230,753730,0.40223,-1.25939,392230,753000,0.40387,-1.27729,391500,753730,0.40142,-1.25965,391500,753000,0.40384,-1.27631
160,Bombay Hook Del-NJ,392230,753000,0.40387,-1.27729,392230,752230,0.40816,-1.29770,391500,753000,0.40384,-1.27631,391500,752230,0.40751,-1.29494
161,Ben Davis Point NJ-Del,392230,752230,0.40816,-1.29770,392230,751500,0.41245,-1.31810,391500,752230,0.40751,-1.29494,391500,751500,0.41117,-1.31357
162,Cedarville NJ,392230,751500,0.41245,-1.31810,392230,750730,0.41341,-1.34403,391500,751500,0.41117,-1.31357,391500,750730,0.41159,-1.34028
163,Dividing Creek NJ,392230,750730,0.41341,-1.34403,392230,750000,0.41438,-1.36996,391500,750730,0.41159,-1.34028,391500,750000,0.41200,-1.36700
164,Port Elizabeth NJ,392230,750000,0.41438,-1.36996,392230,745230,0.41530,-1.39065,391500,750000,0.41200,-1.36700,391500,745230,0.41246,-1.38940
165,Tuckahoe NJ,392230,745230,0.41530,-1.39065,392230,744500,0.41622,-1.41134,391500,745230,0.41246,-1.38940,391500,744500,0.41292,-1.41179
166,Marmora NJ,392230,744500,0.41622,-1.41134,392230,743730,0.41799,-1.43167,391500,744500,0.41292,-1.41179,391500,743730,0.41466,-1.43180
167,Ocean City NJ,392230,743730,0.41799,-1.43167,392230,743000,0.41976,-1.45200,391500,743730,0.41466,-1.43180,391500,743000,0.41640,-1.45181
168,Atlantic City NJ,392230,743000,0.41976,-1.45200,392230,742230,0.42078,-1.47200,391500,743000,0.41640,-1.45181,391500,742230,0.41833,-1.47168
A31,Atlantic Ocean,392230,742230,0.42078,-1.47200,392230,741500,0.42179,-1.49199,391500,742230,0.41833,-1.47168,391500,741500,0.42026,-1.49156
A32,Atlantic Ocean,392230,741500,0.42179,-1.49199,392230,740730,0.42520,-1.51072,391500,741500,0.42026,-1.49156,391500,740730,0.42367,-1.51028
A33,Atlantic Ocean,392230,740730,0.42520,-1.51072,392230,740000,0.42860,-1.52945,391500,740730,0.42367,-1.51028,391500,740000,0.42707,-1.52901
A34,Atlantic Ocean,392230,740000,0.42860,-1.52945,392230,735230,0.43002,-1.54546,391500,740000,0.42707,-1.52901,391500,735230,0.42935,-1.54575
A35,Atlantic Ocean,392230,735230,0.43002,-1.54546,392230,734500,0.43144,-1.56147,391500,735230,0.42935,-1.54575,391500,734500,0.43163,-1.56249
A36,Atlantic Ocean,392230,734500,0.43144,-1.56147,392230,733730,0.43152,-1.57616,391500,734500,0.43163,-1.56249,391500,733730,0.43275,-1.57802
D03,Dover Del,391500,753730,0.40142,-1.25965,391500,753000,0.40384,-1.27631,390730,753730,0.40482,-1.26148,390730,753000,0.40500,-1.27990
D04,Little Creek Del,391500,753000,0.40384,-1.27631,391500,752230,0.40571,-1.29494,390730,753000,0.40500,-1.27790,390730,752230,0.40648,-1.29748
D05,Bowers Del (Q2),391500,752230,0.40751,-1.29494,391500,751500,0.41117,-1.31357,390730,752230,0.40648,-1.29748,390730,751500,0.40797,-1.31706
169,Fortescue NJ,391500,751500,0.41117,-1.31357,391500,750730,0.41159,-1.34028,390730,751500,0.40797,-1.31706,390730,750730,0.40819,-1.34121
170,Port Norris NJ,391500,750730,0.41159,-1.34028,391500,750000,0.41200,-1.36700,390730,750730,0.40819,-1.34121,390730,750000,0.40841,-1.36535
171,Heislerville NJ,391500,750000,0.41200,-1.36700,391500,745230,0.41246,-1.38940,390730,750000,0.40841,-1.36535,390730,745230,0.40929,-1.38828
172,Woodbine NJ,391500,745230,0.41246,-1.38940,391500,744500,0.41292,-1.41179,390730,745230,0.40929,-1.38828,390730,744500,0.41018,-1.41121
173,Sea Isle City NJ,391500,744500,0.41292,-1.41179,391500,743730,0.41466,-1.43180,390730,744500,0.41018,-1.41121,390730,743730,0.41231,-1.43123
A37,Sea Isle City NJ / Atlantic Ocean,391500,743730,0.41466,-1.43180,391500,743000,0.41640,-1.45181,390730,743730,0.41231,-1.43123,390730,743000,0.41444,-1.45125
A38,Atlantic Ocean,391500,743000,0.41640,-1.45181,391500,742230,0.41833,-1.47168,390730,743000,0.41444,-1.45125,390730,742230,0.41702,-1.47093
A39,Atlantic Ocean,391500,742230,0.41833,-1.47168,391500,741500,0.42026,-1.49156,390730,742230,0.41702,-1.47093,390730,741500,0.41961,-1.49062
A40,Atlantic Ocean,391500,741500,0.42026,-1.49156,391500,740730,0.42367,-1.51028,390730,741500,0.41961,-1.49062,390730,740730,0.42324,-1.50938
A41,Atlantic Ocean,391500,740730,0.42367,-1.51028,391500,740000,0.42707,-1.52901,390730,740730,0.42324,-1.50938,390730,740000,0.42688,-1.52815
A42,Atlantic Ocean,391500,740000,0.42707,-1.52901,391500,735230,0.42935,-1.54575,390730,740000,0.42688,-1.52815,390730,735230,0.42970,-1.54538
A43,Atlantic Ocean,391500,735230,0.42935,-1.54575,391500,734500,0.43163,-1.56249,390730,735230,0.42970,-1.54538,390730,734500,0.43252,-1.56261
A44,Atlantic Ocean,391500,734500,0.43163,-1.56249,391500,733730,0.43275,-1.57802,390730,734500,0.43252,-1.56261,390730,733730,0.43436,-1.57882
D06,Wyoming Del,390730,753730,0.40482,-1.26148,390730,753000,0.40500,-1.27790,390000,753730,0.40823,-1.26331,390000,753000,0.40616,-1.27949
D07,Frederica Del,390730,753000,0.40500,-1.27790,390730,752230,0.40648,-1.29748,390000,753000,0.40616,-1.27949,390000,752230,0.40546,-1.30002
D08,Bennetts Pier Del,390730,752230,0.40648,-1.29748,390730,751500,0.40797,-1.31706,390000,752230,0.40546,-1.30002,390000,751500,0.40477,-1.32055
D09,Port Norris NJ-Del (Q3),390730,751500,0.40797,-1.31706,390730,750730,0.40819,-1.34121,390000,751500,0.40477,-1.32055,390000,750730,0.40479,-1.34213
D10,Port Norris NJ-Del (Q4),390730,750730,0.40819,-1.34121,390730,750000,0.40841,-1.36535,390000,750730,0.40479,-1.34213,390000,750000,0.40481,-1.36370
174,Rio Grande NJ,390730,750000,0.40841,-1.36535,390730,745230,0.40929,-1.38828,390000,750000,0.40481,-1.36370,390000,745230,0.40612,-1.38716
175,Stone Harbor NJ,390730,745230,0.40929,-1.38828,390730,744500,0.41018,-1.41121,390000,745230,0.40612,-1.38716,390000,744500,0.40743,-1.41062
176,Avalon NJ,390730,744500,0.41018,-1.41121,390730,743730,0.41231,-1.43123,390000,744500,0.40743,-1.41062,390000,743730,0.40996,-1.43065
A45,Atlantic Ocean,390730,743730,0.41231,-1.43123,390730,743000,0.41444,-1.45125,390000,743730,0.40996,-1.43065,390000,743000,0.41248,-1.45069
A46,Atlantic Ocean,390730,743000,0.41444,-1.45125,390730,742230,0.41702,-1.47093,390000,743000,0.41248,-1.45069,390000,742230,0.41572,-1.47018
A47,Atlantic Ocean,390730,742230,0.41702,-1.47093,390730,741500,0.41961,-1.49062,390000,742230,0.41572,-1.47018,390000,741500,0.41895,-1.48967
A48,Atlantic Ocean,390730,741500,0.41961,-1.49062,390730,740730,0.42324,-1.50938,390000,741500,0.41895,-1.48967,390000,740730,0.42282,-1.50848
A49,Atlantic Ocean,390730,740730,0.42324,-1.50938,390730,740000,0.42688,-1.52815,390000,740730,0.42282,-1.50848,390000,740000,0.42669,-1.52729
A50,Atlantic Ocean,390730,740000,0.42688,-1.52815,390730,735230,0.42970,-1.54538,390000,740000,0.42669,-1.52729,390000,735230,0.43005,-1.54501
A51,Atlantic Ocean,390730,735230,0.42970,-1.54538,390730,734500,0.43252,-1.56261,390000,735230,0.43005,-1.54501,390000,734500,0.43341,-1.56274
A52,Atlantic Ocean,390730,734500,0.43252,-1.56261,390730,733730,0.43436,-1.57882,390000,734500,0.43341,-1.56274,390000,733730,0.43597,-1.57962
D11,Harrington Del,390000,753730,0.40823,-1.26331,390000,753000,0.40616,-1.27949,385230,753730,0.40856,-1.26179,385230,753000,0.40768,-1.27777
D12,Milford Del,390000,753000,0.40616,-1.27949,390000,752230,0.40546,-1.30002,385230,753000,0.40768,-1.27777,385230,752230,0.40599,-1.29967
D13,Mispillion River Del,390000,752230,0.40546,-1.30002,390000,751500,0.40477,-1.32055,385230,752230,0.40599,-1.29967,385230,751500,0.40429,-1.32157
D14,Cape Henlopen Del-NJ (Q1),390000,751500,0.40477,-1.32055,390000,750730,0.40479,-1.34213,385230,751500,0.40429,-1.32157,385230,750730,0.40417,-1.34274
D15,Cape Henlopen Del-NJ (Q2),390000,750730,0.40479,-1.34213,390000,750000,0.40481,-1.36370,385230,750730,0.40417,-1.34274,385230,750000,0.40404,-1.36391
177,Cape May NJ,390000,750000,0.40481,-1.36370,390000,745230,0.40612,-1.38716,385230,750000,0.40404,-1.36391,385230,745230,0.40529,-1.38616
178,Wildwood NJ,390000,745230,0.40612,-1.38716,390000,744500,0.40743,-1.41062,385230,745230,0.40529,-1.38616,385230,744500,0.40653,-1.40841
A53,Atlantic Ocean,390000,744500,0.40743,-1.41062,390000,743730,0.40996,-1.43065,385230,744500,0.40653,-1.40841,385230,743730,0.40941,-1.42853
A54,Atlantic Ocean,390000,743730,0.40996,-1.43065,390000,743000,0.41248,-1.45069,385230,743730,0.40941,-1.42853,385230,743000,0.41229,-1.44865
A55,Atlantic Ocean,390000,743000,0.41248,-1.45069,390000,742230,0.41572,-1.47019,385230,743000,0.41229,-1.44865,385230,742230,0.41601,-1.46830
A56,Atlantic Ocean,390000,742230,0.41572,-1.47018,390000,741500,0.41895,-1.48967,385230,742230,0.41601,-1.46830,385230,741500,0.41973,-1.48796
A57,Atlantic Ocean,390000,741500,0.41895,-1.48967,390000,740730,0.42282,-1.50848,385230,741500,0.41973,-1.48796,385230,740730,0.42393,-1.50703
A58,Atlantic Ocean,390000,740730,0.42282,-1.50848,390000,740000,0.42669,-1.52729,385230,740730,0.42393,-1.50703,385230,740000,0.42812,-1.52609
A59,Atlantic Ocean,390000,740000,0.42669,-1.52729,390000,735230,0.43005,-1.54501,385230,740000,0.42812,-1.52609,385230,735230,0.43187,-1.54427
A60,Atlantic Ocean,390000,735230,0.43005,-1.54501,390000,734500,0.43341,-1.56274,385230,735230,0.43187,-1.54427,385230,734500,0.43562,-1.56245
A61,Atlantic Ocean,390000,734500,0.43341,-1.56274,390000,733730,0.43597,-1.57962,385230,734500,0.43562,-1.56245,385230,733730,0.43866,-1.57990
D16,Greenwood Del,385230,753730,0.40856,-1.26179,385230,753000,0.40768,-1.27777,384500,753730,0.40889,-1.26027,384500,753000,0.40921,-1.27606
D17,Ellendale Del,385230,753000,0.40768,-1.27777,385230,752230,0.40599,-1.29967,384500,753000,0.40921,-1.27606,384500,752230,0.40651,-1.29932
D18,Milton Del,385230,752230,0.40599,-1.29967,385230,751500,0.40429,-1.32157,384500,752230,0.40651,-1.29932,384500,751500,0.40382,-1.32258
D19,Lewes Del,385230,751500,0.40429,-1.32157,385230,750730,0.40417,-1.34274,384500,751500,0.40382,-1.32258,384500,750730,0.40355,-1.34335
D20,Cape Henlopen Del-NJ,385230,750730,0.40417,-1.34274,385230,750000,0.40404,-1.36391,384500,750730,0.40355,-1.34335,384500,750000,0.40328,-1.36412
A62,Atlantic Ocean,385230,750000,0.40404,-1.36391,385230,745230,0.40529,-1.38616,384500,750000,0.40328,-1.36412,384500,745230,0.40445,-1.38515
A63,Atlantic Ocean,385230,745230,0.40529,-1.38616,385230,744500,0.40653,-1.40841,384500,745230,0.40445,-1.38515,384500,744500,0.40563,-1.40619
A64,Atlantic Ocean,385230,744500,0.40653,-1.40841,385230,743730,0.40941,-1.42853,384500,744500,0.40563,-1.40619,384500,743730,0.40887,-1.42640
A65,Atlantic Ocean,385230,743730,0.40941,-1.42853,385230,743000,0.41229,-1.44865,384500,743730,0.40887,-1.42640,384500,743000,0.41210,-1.44661
A66,Atlantic Ocean,385230,743000,0.41229,-1.44865,385230,742230,0.41601,-1.46830,384500,743000,0.41210,-1.44661,384500,742230,0.41631,-1.46643
A67,Atlantic Ocean,385230,742230,0.41601,-1.46830,385230,741500,0.41973,-1.48796,384500,742230,0.41631,-1.46643,384500,741500,0.42052,-1.48625
A68,Atlantic Ocean,385230,741500,0.41973,-1.48796,385230,740730,0.42393,-1.50703,384500,741500,0.42052,-1.48625,384500,740730,0.42503,-1.50558
A69,Atlantic Ocean,385230,740730,0.42393,-1.50703,385230,740000,0.42812,-1.52609,384500,740730,0.42503,-1.50558,384500,740000,0.42954,-1.52490
A70,Atlantic Ocean,385230,740000,0.42812,-1.52609,385230,735230,0.43187,-1.54427,384500,740000,0.42954,-1.52490,384500,735230,0.43368,-1.54353
A71,Atlantic Ocean,385230,735230,0.43187,-1.54427,385230,734500,0.43562,-1.56245,384500,735230,0.43368,-1.54353,384500,734500,0.43783,-1.56216
A72,Atlantic Ocean,385230,734500,0.43562,-1.56245,385230,733730,0.43866,-1.57990,384500,734500,0.43783,-1.56216,384500,733730,0.44135,-1.58017
D21,Seaford East Del,384500,753730,0.40889,-1.26027,384500,753000,0.40921,-1.27606,383730,753730,0.41272,-1.26084,383730,753000,0.41246,-1.27888
D22,Georgetown Del,384500,753000,0.40921,-1.27606,384500,752230,0.40651,-1.29932,383730,753000,0.41246,-1.27888,383730,752230,0.40955,-1.29988
D23,Harbeson Del,384500,752230,0.40651,-1.29932,384500,751500,0.40382,-1.32258,383730,752230,0.40955,-1.29988,383730,751500,0.40664,-1.32087
D24,Fairmount Del,384500,751500,0.40382,-1.32258,384500,750730,0.40355,-1.34335,383730,751500,0.40664,-1.32087,383730,750730,0.40441,-1.34073
D25,Rehoboth Beach Del,384500,750730,0.40355,-1.34335,384500,750000,0.40328,-1.36412,383730,750730,0.40441,-1.34073,383730,750000,0.40219,-1.36058
A73,Atlantic Ocean,384500,750000,0.40328,-1.36412,384500,745230,0.40445,-1.38515,383730,750000,0.40219,-1.36058,383730,745230,0.40424,-1.38157
A74,Atlantic Ocean,384500,745230,0.40445,-1.38515,384500,744500,0.40563,-1.40619,383730,745230,0.40424,-1.38157,383730,744500,0.40630,-1.40255
A75,Atlantic Ocean,384500,744500,0.40563,-1.40619,384500,743730,0.40887,-1.42640,383730,744500,0.40630,-1.40255,383730,743730,0.41022,-1.42317
